"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","outcome","treated"
"0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0",4.28556168508689,1
"0","0","0","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","1","0",4.57997264860165,1
"1","1","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1",15.3190572365264,1
"1","0","1","1","1","0","0","0","0","1","0","0","0","1","1","1","0","1","1","1",20.8525580764709,0
"0","1","1","1","0","1","0","0","1","0","0","0","0","0","1","1","1","0","1","1",-1.70910666229915,1
"1","1","1","0","1","1","0","0","0","0","1","1","0","1","0","1","1","1","0","0",15.9472895048528,1
"0","1","1","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","1","0",-3.6319035518728,0
"0","1","1","1","0","0","1","1","1","0","1","0","0","0","0","1","0","1","1","0",-5.41491164895981,0
"1","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1","1","0",5.28440095816465,0
"0","0","0","0","1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0",-0.0525881683051648,0
"1","1","1","0","1","1","0","1","1","1","0","0","1","1","1","0","1","0","1","0",10.1259804625855,0
"1","1","1","0","0","0","1","0","0","0","1","1","0","1","0","1","1","0","0","0",16.6608529008663,1
"0","0","0","0","1","1","1","1","0","0","0","1","0","1","1","0","1","0","0","0",5.43342210377912,1
"0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0","1","1","0","0",5.45282217090828,1
"1","1","1","0","0","1","1","0","0","1","0","0","0","1","1","0","1","1","0","0",13.252298152192,1
"0","0","0","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","0","1",5.075919913302,1
"1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","1","0","1","1",19.5725810923955,1
"0","1","1","0","1","1","0","0","0","0","1","1","0","0","1","1","0","1","1","1",-0.560527770280137,1
"1","0","1","1","1","1","0","1","1","1","1","1","0","1","0","0","1","1","0","1",20.2198267489179,0
"0","1","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","1",-6.34395908117507,0
"1","0","0","1","0","0","0","1","0","1","1","1","0","0","1","0","1","1","1","0",19.8844750710285,1
"1","0","1","1","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1",26.3675774660919,1
"0","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","0","1","1","0",5.77683783464139,1
"0","1","0","1","0","0","1","1","1","0","1","0","1","1","0","1","0","1","1","0",-4.06300540047507,1
"1","1","0","0","1","1","1","0","0","0","0","1","1","1","1","0","0","1","0","0",9.00566007586522,1
"1","1","0","0","1","0","1","1","0","1","1","0","0","1","1","0","1","1","0","0",4.76213196613122,0
"0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","1","1","1",4.14050775796947,1
"0","1","1","1","0","0","0","1","1","1","0","1","1","0","1","1","0","1","0","0",0.88113703856275,1
"1","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","1",9.34067914887373,1
"1","0","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","0","1","0",22.0919936053357,1
"1","1","1","0","0","0","1","1","1","0","1","1","0","0","0","1","1","0","1","0",15.3427518124021,1
"0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0",6.34666860904826,1
"1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0",13.5725142768213,0
"0","0","1","1","1","0","0","1","0","0","1","0","1","1","0","0","1","1","1","1",8.76579318358864,1
"0","1","1","1","1","0","1","0","0","1","0","0","1","0","1","0","1","0","0","1",-0.21959165333586,1
"1","1","1","1","0","1","1","0","0","1","0","0","1","1","1","1","0","0","0","1",16.1363674978198,1
"0","1","1","0","0","1","0","1","0","1","1","1","1","1","0","0","1","1","1","1",0.934482967528279,1
"1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","0","1","1","1","1",8.7925794640287,1
"1","1","1","1","1","0","1","0","1","0","1","1","1","0","1","0","0","1","0","1",16.0600604351815,1
"0","0","0","1","1","0","1","1","0","1","1","1","1","0","1","0","0","1","0","0",5.62636009362737,1
"0","1","1","0","0","1","0","1","1","0","0","1","1","0","1","0","1","0","0","1",0.0507185772199064,1
"0","1","1","1","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","1",0.369236637134242,1
"0","1","1","0","0","1","0","1","0","0","1","1","1","0","0","0","1","1","1","1",-4.55669104247296,0
"0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","0","1",-4.79735651232462,1
"0","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","1","1","0",9.49856442294204,1
"1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","1",12.8080143126791,0
"1","1","0","1","0","1","0","0","1","1","1","0","1","1","0","0","0","0","0","0",11.4480005060895,1
"1","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","0",19.291810807667,0
"1","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","1","1","0",20.4404094696754,0
"0","1","0","1","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1",-8.88234757697432,0
"1","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","0","0","1","0",21.0923880042155,1
"1","0","1","1","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","1",17.9638805224047,0
"0","0","0","0","1","0","1","0","1","1","1","1","1","1","0","1","1","0","1","0",4.7833550119633,1
"0","1","0","1","0","0","0","1","1","1","1","0","0","1","1","1","1","0","0","0",-5.77142112880174,1
"0","0","1","0","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","0",10.3695933160603,1
"1","0","0","1","0","1","0","1","0","1","1","1","1","0","1","0","0","1","1","0",18.4951144279663,1
"0","0","1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1",8.54927794257883,1
"1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","0","0","1","0","0",13.8204503238181,1
"0","0","1","1","1","0","0","0","1","1","0","1","1","0","0","1","1","0","0","1",8.70356581484801,1
"1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","0","1",15.8167958461107,0
"0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","0","1","1",5.82706150242176,1
"0","0","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","0","1","1",10.3982119543507,1
"0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1",10.2866730075801,1
"0","1","1","1","0","1","0","0","1","0","1","0","0","1","0","0","0","1","1","1",-5.35509212565532,0
"0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","0","1",4.94248991567283,0
"1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","1","0","1",3.79355877049586,0
"1","1","0","1","1","0","0","0","1","1","0","1","1","1","0","0","1","0","0","1",10.3458504771038,1
"1","0","0","1","1","0","1","1","1","0","1","1","1","0","1","0","1","0","0","0",13.2360030986254,0
"0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1","0",-0.0939463769125566,0
"1","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","0","1","1","0",10.2234950333821,1
"0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","0",-9.18455747759244,0
"1","0","1","0","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","1",26.8968087430283,1
"1","1","0","1","0","0","0","1","1","1","1","0","1","1","1","0","0","0","1","1",11.5172535540196,1
"0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1",10.7720269270111,1
"1","1","1","1","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","1",9.91905776411103,0
"1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0",11.3266991057766,1
"1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0",21.720891829889,1
"0","0","1","1","0","1","1","0","0","1","1","1","1","0","1","1","1","0","1","0",4.42858102465948,0
"0","0","0","0","1","1","1","0","0","1","0","1","0","0","1","0","1","1","0","0",5.10854834529487,1
"0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","0","0","1",5.67431649597842,0
"1","1","0","1","1","0","0","1","1","0","1","0","0","0","1","1","1","1","0","0",5.56807448133154,0
"0","1","0","0","1","0","0","0","1","1","1","1","0","1","1","1","1","0","1","0",-6.46885383979153,1
"0","1","0","1","0","1","1","0","1","1","0","0","1","1","0","1","1","0","1","0",-8.55341595626825,0
"0","1","1","1","0","0","1","0","0","1","1","0","1","0","0","0","1","0","1","1",-4.17096352200352,0
"1","1","1","1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","1",10.0788099523331,0
"0","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","1","1",-0.400738347176953,0
"1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","1",4.93112584219976,0
"0","0","0","0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0",5.3975050469654,1
"1","0","0","1","0","1","1","0","1","1","1","0","1","1","0","1","1","1","1","1",20.930545224227,1
"0","0","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1",3.62204989937186,1
"1","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","1","1","1","0",4.01543309285478,0
"1","1","0","1","1","1","1","1","0","0","1","1","1","0","1","1","1","1","0","1",5.43829861679626,0
"1","1","0","1","1","1","1","0","1","1","0","0","1","1","0","1","1","0","0","0",4.89359289828666,0
"0","1","1","0","0","1","0","1","1","1","1","0","0","0","1","0","0","0","1","0",-5.04147883099523,0
"0","1","1","1","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","1",0.9544712175166,1
"0","0","1","1","1","1","0","1","0","0","1","0","0","1","1","0","0","0","1","1",6.09814558567095,0
"0","0","0","1","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","0",0.197263561508956,0
"0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","0","0","0","1","0",6.24285672524732,1
"0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","1","0","1","1","1",-4.92519527884019,1
"0","1","1","1","0","0","0","0","1","0","1","0","1","1","1","1","0","1","1","1",-4.31787829050266,0
"0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","0","1","0","0",0.195566494373265,0
"1","1","1","0","0","1","1","0","0","0","0","1","1","0","0","0","1","1","1","0",9.35498311642002,0
"0","0","1","1","1","0","0","1","1","0","0","1","0","0","1","1","1","0","1","0",8.53187878118234,1
"1","1","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","0","0","1",5.40306986046225,0
"1","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","1","1","1",15.7177451560911,0
"0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","0",-0.873327683521648,1
"0","0","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0","1","1","1",5.93689455099816,1
"1","0","1","1","1","1","1","0","0","0","0","0","1","0","0","1","0","1","0","1",19.6578078117504,0
"0","0","0","1","1","1","0","0","1","0","0","1","1","0","0","0","1","0","1","1",0.437950255073268,0
"0","1","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0",-3.36373804702463,1
"1","1","0","1","1","1","1","0","1","1","1","0","0","1","0","1","1","0","1","0",10.6545259994726,1
"1","1","1","0","1","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0",9.34273412960385,0
"1","1","0","0","1","1","0","0","0","1","0","1","0","1","0","1","1","1","1","0",4.8481292926937,0
"1","1","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","1","1","1",15.8404669594705,1
"1","0","0","0","0","1","1","0","0","1","0","1","1","1","1","1","1","0","0","1",16.1034121520479,0
"0","1","1","1","0","0","1","1","0","1","1","1","0","0","1","0","0","1","0","1",-5.08450188354022,0
"1","1","0","1","1","0","0","0","1","1","1","0","1","1","0","0","1","1","1","0",6.29725972064501,0
"1","1","0","1","1","0","1","0","1","0","0","0","0","1","0","0","0","1","1","0",9.31341940999518,1
"0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","0","0","0","1","1",5.92054086864089,0
"1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","1",23.8108681621415,1
"0","0","0","1","1","1","0","1","0","1","1","1","0","1","0","1","0","1","1","1",4.76132051153512,1
"0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1","1",9.35208501066304,1
"0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","1","1","1","0","0",-0.435235142782457,0
"0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","0","1","1","0",4.70386171136913,0
"0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","1","0",10.6565785608334,1
"1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","1",4.6013038914862,0
"0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","0",11.4349958395742,1
"0","0","1","1","1","1","0","0","0","1","1","0","1","1","1","0","1","0","1","0",8.98168370547618,1
"1","1","0","0","0","0","1","1","0","1","0","0","1","0","1","1","1","0","0","0",9.72053585999998,1
"0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1",9.55603126161828,1
"1","0","1","0","0","1","0","0","0","1","0","1","1","1","0","1","1","0","1","1",25.5981870152243,1
"1","1","1","0","1","0","0","1","0","0","1","0","1","0","0","0","1","1","1","1",10.833371156375,0
"0","1","0","1","0","1","0","1","1","1","1","0","1","0","0","0","1","1","0","1",-12.1117313837333,0
"1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","0",19.6723743406682,0
"0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0",-11.2610061442372,0
"1","0","0","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","0",18.9085634046032,1
"0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","1","0","0","1",8.25939735182234,1
"0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0",-9.75028406575623,0
"0","0","0","1","0","1","1","1","1","1","0","1","1","0","1","0","0","1","1","0",0.0575435558836364,0
"1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","0","1","0",10.4154675560994,1
"0","0","0","0","1","0","1","1","0","1","0","1","1","0","1","0","1","1","1","0",-0.350311803423121,0
"1","1","0","1","0","0","0","1","0","1","1","0","1","1","1","0","1","0","1","1",11.2579270752566,1
"1","0","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","1","1","1",24.3405911501179,1
"0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1",4.22069261403521,1
"1","0","1","1","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","0",24.5764082320435,1
"1","0","1","0","0","0","0","1","0","1","1","1","0","1","0","1","1","0","0","0",22.786755371464,0
"1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1",19.3458857156208,1
"1","1","0","0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","1","0",6.45133223209132,0
"1","1","1","0","1","1","1","1","0","1","1","0","1","1","1","1","0","1","1","1",10.1974507856553,0
"0","0","1","1","1","0","1","1","0","0","1","0","1","1","1","1","0","1","0","0",9.89786413411271,1
"1","0","0","0","1","0","1","1","1","1","1","1","0","1","0","1","1","1","0","1",13.5353020584392,0
"1","1","1","0","1","0","0","1","1","1","0","1","1","1","1","1","0","1","0","1",14.7782554122533,1
"1","1","0","0","0","1","1","1","0","1","0","1","0","0","1","1","0","0","1","1",5.68125634879595,0
"0","1","1","1","1","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0",-3.46465375756846,0
"1","0","0","1","1","1","1","1","0","1","1","0","1","1","1","1","0","0","0","1",15.3999227782802,0
"1","1","1","1","0","1","0","1","0","1","1","1","0","1","1","1","1","1","0","1",11.7529645201334,0
"1","1","0","0","1","0","0","1","0","0","1","1","1","1","1","1","0","1","0","0",10.2902457860501,1
"0","1","1","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1",-0.454752368662225,1
"1","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","0","1",16.3078055163686,0
"1","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1",9.28082403713756,1
"0","1","1","1","1","0","0","1","1","1","0","1","0","1","1","1","0","0","0","1",-2.55633872829071,1
"1","1","0","0","1","1","0","0","0","1","0","0","1","0","1","1","0","1","0","1",9.81917621269237,1
"1","1","0","1","1","0","0","0","1","0","1","1","1","1","1","0","0","0","1","1",9.73704768692017,1
"0","0","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","0","1","1",1.38934788433554,0
"0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","1",-0.446208983129865,1
"1","0","0","0","1","0","0","0","1","0","1","1","1","0","0","1","0","1","1","1",15.0526604040938,0
"1","1","1","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","0","0",13.5006009462171,1
"0","0","1","1","1","1","1","1","0","0","1","0","0","0","1","0","0","1","0","1",4.08812071827984,0
"0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","1",-0.330499771809322,0
"0","1","1","0","0","0","1","0","0","1","1","0","1","1","1","1","1","1","0","0",-1.45143807827244,1
"0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","0",-0.21336593276095,0
"0","0","1","0","1","1","0","0","0","1","0","1","0","1","1","1","0","1","0","0",4.68797721776509,0
"0","0","1","0","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1",5.14707640102732,0
"0","1","1","1","0","1","1","1","0","0","1","0","0","0","1","0","1","1","0","1",-0.470672438942847,1
"1","1","0","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","1","1",9.19118617744928,1
"0","0","1","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","0","1",3.54469661633793,0
"0","1","0","0","1","0","1","1","0","1","1","0","0","1","0","1","0","0","0","1",-5.1082429760079,1
"0","1","0","0","1","0","1","0","0","1","0","0","1","0","1","1","0","0","0","1",-9.94128834366521,0
"0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0",-5.88864240979734,1
"1","1","1","0","0","1","0","0","1","1","1","0","1","1","0","1","0","0","1","1",16.4695882004758,1
"1","0","0","1","1","0","1","0","1","1","1","0","0","0","1","1","0","1","0","0",15.7973511994467,0
"1","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","0",19.0639912384082,0
"0","0","1","1","1","1","0","1","0","0","1","1","1","1","1","0","1","1","1","0",5.10264886812855,0
"1","0","1","0","1","1","1","1","0","0","1","0","0","1","0","1","0","1","0","1",24.9075507633101,1
"0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","0","0","1","0","1",0.245588942968885,0
"1","1","0","0","1","0","1","0","1","0","1","1","1","0","1","1","1","1","0","1",9.33647683198867,1
"0","1","0","1","1","0","1","1","1","1","1","0","0","1","0","1","0","0","1","1",-6.2281219189349,1
"0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","1","1","1",-5.41750835190033,1
"0","1","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","1","1","1",-10.626870448704,0
"0","0","1","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","1",11.0247221219181,1
"0","1","1","0","0","0","0","1","0","1","1","1","1","1","0","1","0","1","0","0",-6.34443690625248,0
"1","0","1","0","1","1","1","0","1","1","0","1","1","0","0","0","1","1","0","1",19.0671149963226,0
"0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","1","1",4.75691786206333,1
"1","0","1","0","0","0","1","0","0","0","1","1","0","1","1","0","0","1","1","0",22.3229722707313,0
"0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","1",4.89873048611759,1
"1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","1",24.7519152412305,1
"1","0","0","0","1","1","1","0","1","1","1","1","1","0","1","0","0","0","1","1",13.3979310492891,0
"0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","0","1","1","1",-0.211704708344974,0
"0","0","1","0","1","1","1","1","0","1","1","1","0","1","1","0","0","1","1","1",6.79827392001152,0
"0","1","1","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0",-2.85988476887539,0
"0","0","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","1","0","0",10.9667523323909,1
"1","0","0","1","0","0","1","0","1","0","0","1","1","0","1","1","1","0","0","1",14.6653591274869,0
"1","1","1","0","1","1","0","0","1","1","0","1","0","0","0","1","0","1","0","1",14.8965257073591,1
"1","1","0","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","1","1",11.0386385100925,1
"0","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0",-7.02848450024256,1
"1","0","1","1","0","1","1","0","1","1","0","0","0","1","1","0","0","1","0","0",24.5547244364715,1
"1","1","0","1","1","0","0","0","1","1","1","0","1","1","1","1","1","0","1","0",4.63354241974141,0
"1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","0","1","1",9.95032954128173,0
"1","0","0","1","1","0","1","1","1","1","1","0","0","1","0","0","0","0","1","1",15.8223611383088,0
"1","0","1","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","1",18.3005762679556,0
"0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0",-0.166115603759768,1
"1","1","0","1","1","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0",6.44008638658047,0
"0","0","0","1","1","1","0","1","1","1","1","0","0","0","1","0","0","1","1","0",4.86309039665253,1
"0","0","1","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1","0","0",9.99072703571567,1
"1","0","0","0","0","1","1","1","0","1","1","1","1","0","1","0","1","0","1","0",14.7508244003946,0
"1","1","1","0","0","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1",14.6332453544895,1
"1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1",15.2735223454294,1
"1","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","1","0",24.1098750981924,1
"1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","1","1","0","0","1",10.8453473935424,1
"0","1","1","1","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1",-0.188697743931256,1
"1","0","0","1","0","1","0","0","1","0","1","1","1","1","1","1","0","1","1","1",15.2041483381106,0
"0","1","0","1","0","0","1","1","0","1","0","1","0","1","1","0","0","0","0","1",-11.1095534228063,0
"1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1",18.9213502090239,1
"1","0","1","1","1","1","1","0","1","0","1","1","1","0","1","1","1","0","0","1",25.221001231514,1
"0","1","1","1","1","1","0","1","0","0","0","0","1","0","1","1","1","0","1","0",0.297181065322761,1
"1","1","1","0","0","0","0","1","1","0","0","1","0","0","1","0","1","1","1","1",14.4430538993674,1
"1","1","0","0","1","0","0","1","0","1","1","1","0","1","1","0","1","1","1","0",10.5218469234032,1
"0","1","1","0","0","0","1","0","0","1","0","0","0","1","1","0","1","0","0","1",-0.501843429953675,1
"1","0","1","0","0","1","0","1","0","1","0","0","1","0","1","0","1","1","0","1",19.8478328132637,0
"0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0",4.99699612434665,1
"0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","1","0","0","0","0",-4.28056432969363,0
"0","1","0","1","1","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0",-5.67105186453357,1
"1","1","1","0","1","0","1","1","1","0","1","1","0","0","1","0","0","0","0","1",15.0279240749634,1
"1","0","1","0","0","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0",24.810610176059,1
"0","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","0","0","0","0",8.95476543316548,1
"1","1","1","1","1","1","0","1","0","1","0","1","0","1","0","0","1","0","1","1",8.85375845777824,0
"0","0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","1","1","1","0",8.98332557714665,1
"0","0","0","1","1","0","1","1","0","0","0","1","1","1","0","1","1","1","0","0",4.94827277664508,1
"1","1","1","1","0","1","0","0","1","1","1","1","0","1","0","1","0","0","1","1",9.80552794284965,0
"1","1","1","1","1","1","0","0","0","1","0","1","0","1","0","0","1","0","0","1",15.422839166763,1
"1","1","0","0","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","1",4.61688424210845,0
"1","1","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","1",10.1841410495801,0
"1","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","0","1","0","1",16.1826657506986,0
"0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","0","0","0","1","1",5.40797325058698,1
"1","1","1","0","1","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1",11.7305412873134,0
"1","0","0","0","0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1",18.9780906757469,1
"1","0","1","0","0","0","1","0","1","0","0","1","1","0","1","0","1","1","0","1",24.1105226123043,1
"0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","1","1","1","1","1",-6.34751691314916,1
"1","1","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0",9.67277525611725,0
"0","0","1","0","0","1","1","0","0","1","1","0","1","0","1","0","1","0","1","0",6.02036102596148,0
"0","1","1","0","0","1","1","1","1","1","0","1","0","1","1","0","0","0","0","1",-5.04824651278527,0
"1","0","1","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","0","1",25.2834487612868,1
"1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1",13.6852783672708,0
"0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","1",4.19634136491571,1
"1","0","0","0","1","1","0","1","0","1","1","1","1","1","1","0","0","0","1","0",15.6688595054878,0
"1","0","0","1","0","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1",19.2619761185059,1
"1","0","0","1","0","1","1","0","1","0","0","1","1","1","0","0","1","0","1","1",14.9205690838816,0
"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0",4.87052068291031,1
"0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","1","1","0","0","1",-6.24785838914369,0
"0","1","0","1","1","0","1","0","1","1","0","1","1","0","1","1","0","0","0","0",-11.8446323610038,0
"0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0",-5.37099552276119,1
"1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1",4.64150855002272,0
"1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1",15.0820830325747,1
"1","0","0","1","0","0","1","1","1","0","1","0","0","1","1","0","0","1","0","1",13.4155819321386,0
"1","0","0","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1",14.7237269877916,0
"1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0",18.1250783533108,1
"1","1","0","0","1","1","0","1","1","1","1","1","0","1","1","1","0","1","0","1",10.8658739197402,1
"1","1","0","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1",9.24844982397885,1
"1","0","0","0","1","1","1","0","0","1","1","1","1","0","1","0","1","0","1","0",19.5934668001379,1
"0","1","0","0","1","0","1","0","0","1","0","0","1","1","0","1","0","0","0","1",-11.2458831472444,0
"0","1","1","0","1","0","0","1","1","0","0","0","1","0","1","1","1","1","1","1",-5.76628853209197,0
"0","0","0","1","0","1","1","1","1","0","0","1","0","0","0","1","0","1","1","1",4.92064457167667,1
