"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","outcome","treated"
"0","1","1","1","1","0","1","1","1","1","0","1","0","0","1","0","1","1","0","0","0","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0",-5.0898315574297,0
"1","1","1","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","1","1","0","1","0","0","1",8.72913411581208,0
"1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","1","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","1","0","0","1","1","0","1","1","1","1","1","0","0","1",16.7124818000717,0
"1","0","1","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","0","1","0","0","0","0","1","0","1",20.2681496284679,0
"1","0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","1","1","0","0","0","0","1","1","0","1","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","1",19.6892172760193,0
"0","0","0","0","1","0","1","0","1","0","1","0","1","1","1","1","1","0","1","1","0","0","0","1","1","1","0","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0",0.807802179398735,0
"0","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0",-10.8348552890562,0
"0","1","0","0","1","1","0","0","1","1","0","1","0","1","0","0","0","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0",-5.4494494922377,1
"1","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","1","0","1","1","1","1","0","0","0","1",20.8812391560731,1
"1","1","1","1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","1","1","1","1","0","1","1","0","1","0","0","1","1","1","0","1","1","1","0","1","1","1","0","0","1","0","1","0","0","0","0","0",10.1314301157133,0
"1","1","0","0","0","1","0","0","0","1","1","0","1","1","1","0","0","1","0","1","0","1","1","1","0","0","1","0","1","1","0","1","0","1","0","1","0","0","0","0","1","1","1","1","1","1","0","1","0","0",10.3281137673711,1
"0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","0","1","1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","1","1","0","1","0","0","1","0","1","1","0","0",0.98554592702221,0
"1","1","0","1","1","1","0","1","1","0","1","1","0","1","0","1","0","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","1","1","1",4.50020099155758,0
"1","0","1","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","0","1","0","1","1","0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","0","1","0",23.4453310909834,1
"1","0","1","1","1","0","0","1","0","0","0","1","1","1","0","1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","1","1","0","0","1","0","1","0","0","0","0","0",20.2863048500775,0
"1","0","1","0","0","1","0","1","1","0","0","0","0","1","1","1","0","1","0","1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","1",26.4863731403996,1
"0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","1","0","1","0","1","1","0","1","0","1","0","1","1","0","1","1","0","1","1","1","0","1","0","0","1","1","1","0","1","1","0","0","1","1","1",8.71127675651126,1
"1","0","1","1","0","0","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","0","1","1","0","1","1","0","1","0","0","0","1","0","1","1",21.3024239110787,0
"0","0","1","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","1","1",3.84515947915238,0
"0","1","1","0","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","1","1","0","0","0","1","0","0","1",-0.407180508948068,1
"1","0","1","1","0","0","1","0","1","0","1","1","1","0","1","0","0","1","0","0","1","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","0","1","1","1","1","0","1","0","1","1","0","1","1",19.4627913633664,0
"0","1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","0","0","1","0",-0.158873134211624,1
"1","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","0","0","0","0","1","0","1","1","1","1","0","0","1","1","0","1","0","1","1","0","1","0","1","1","0","0","0",22.4115231025559,1
"1","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","1","0","0","1","0","0","0","0","1","0","1","0","1","1","1","0","1","1",14.7114292809385,1
"0","1","1","0","1","1","1","0","0","1","1","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","0","1","0","1","0",-5.6298580777787,0
"0","1","1","0","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1",-0.192353947986426,1
"1","1","0","1","0","1","1","0","1","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","0","0","1","0","0","1",10.0476025769792,1
"0","0","0","1","0","1","0","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","0","1","0","1","0",4.66223001131578,1
"1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","0","1","0","1","1","1","0","1","1","1","0","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1",14.2960713856309,0
"0","0","0","0","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","0","1","0",-0.403091755942704,0
"0","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","0","0","0","0","1","0","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","0","0","1","1","0","1","0","1","0",-5.62377933029107,0
"0","1","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0",0.658144558067604,1
"0","0","0","0","0","1","0","1","1","1","1","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","0","1","1","1","1","1","1","0","1","1","0","0","1","1","1","0","1","0","0","1","0","1","0","1",5.79584905476011,1
"0","1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","1","0","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1",-9.84491864883552,0
"1","1","0","0","1","0","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0",10.7854236949956,1
"0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","0","1","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","1",-4.7245691909714,0
"0","1","1","1","1","1","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","0","0","1","0","0","0",-4.94262111175133,0
"1","0","1","1","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1",19.2532233746409,0
"0","1","1","0","1","1","0","1","1","0","1","0","0","0","1","1","1","1","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","1","1","1","1","0","0","0","1","0","1","0","1",-6.60563745984745,0
"0","0","0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","1","0","1",-0.0123296918031739,0
"1","1","1","1","0","0","1","0","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","1","0","0","0","1","1","1","0","1","0","1","1","1","0","1","0",10.9839697393181,0
"0","1","1","1","1","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0",-4.91824685275879,0
"0","0","1","1","1","1","0","0","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","0","1","0",4.58812184127222,0
"0","1","1","0","1","0","1","1","0","0","1","0","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","0","1","1","1","0","1","0","1","0","0","0","0","1","1","1",-5.29008690280553,0
"0","1","0","0","1","1","0","1","1","1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1",-4.35851243795255,1
"1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","1","1","1",20.2576047489534,0
"0","0","1","0","1","1","1","1","1","0","0","1","0","1","0","1","1","0","0","1","0","0","1","1","0","1","1","0","0","0","0","1","0","1","0","1","1","1","0","1","0","1","1","0","1","0","0","1","0","1",9.10987407638694,1
"0","1","0","0","0","1","0","0","0","0","1","0","1","1","1","0","1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1","1","1","1",-5.54780803766681,1
"1","0","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0",19.3491187500361,0
"1","0","0","1","1","0","1","0","1","0","0","1","1","0","1","1","1","0","0","1","0","0","1","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","1",19.7815004521235,1
"0","1","1","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0","1","0","1","0","0","0","1","1","0","1","0","1","0","1","1","0","0","1","0","0",-5.59409114382775,0
"0","1","1","0","1","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","1","1","0","1","1","0","0","0","1","1","0","0","1","1","1","1","1","1","0","1","0","1","1",-0.836732536872622,1
"1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","1","1","0","0",5.97916621343477,0
"1","0","0","1","0","1","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","1",22.6929606186042,1
"1","1","0","0","1","0","1","0","0","1","1","0","0","1","0","1","0","1","1","0","0","1","1","1","0","1","0","1","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0",5.8271734815165,0
"0","1","1","1","1","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","0","1","0","1","0","1","0","1","1","1","1","1","1","1","1","0","0","0","0",-5.48186728377565,0
"1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","0","1","0","1","1","0","1","0","1","0","1","0","1","0","0","0","0",11.7053280522959,0
"1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","1","0","1","0",4.81212657089181,0
"0","0","0","0","0","0","1","1","1","0","1","0","1","1","0","0","1","0","0","0","1","1","0","1","1","1","0","0","0","0","1","1","0","1","0","1","1","1","0","1","0","1","1","1","0","1","0","1","1","0",6.06103962036951,1
"1","1","1","0","0","0","1","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","1","1","1","0",10.2138645081464,0
"1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","0","1","1","0","1","1","1","0","1","1","0","1","0","1","0",22.0458660615747,0
"0","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","0",-0.443874166855169,0
"1","1","0","0","1","0","0","1","1","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","0",3.40796259663536,0
"0","0","0","1","1","0","0","1","1","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","0","1","0","0",4.02023206798149,1
"1","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","1","1","0","1","1","1","0","0","0","1","1","1","0","0","0","1","0",18.8078790982182,1
"0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","0","0","1","0","1","1","1","0","1","0","1","1","0","1","0",-9.39322607638132,0
"1","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","0","1","0","0","1","1","1","1","1","0","1","0","1","0","1","1","1","0",10.4873530355624,0
"1","0","0","0","0","1","1","0","1","1","0","1","0","1","1","0","1","0","0","0","1","1","1","1","1","0","0","1","1","0","0","0","0","1","1","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0",16.9122196765295,0
"0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","1","0","1","0","1","1","1","0","0","0","1","1","0","1","1",9.47519664527929,1
"0","1","0","0","0","1","0","1","1","1","1","0","1","0","1","0","1","1","1","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1",-6.54848602342017,1
"0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","1","0","1","1","0",1.9212728856182,0
"0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","0","1","0","1","1",3.83034220228946,1
"1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","1","1","0","1","1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","0","0","1","0","1","0","1","1","1","1","0","0","1","1","1","0",20.7970857818439,1
"0","1","1","0","1","1","1","1","0","0","0","0","0","1","0","1","1","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","1",-2.53693402398416,0
"0","0","1","1","1","1","0","0","1","1","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0",4.17965182951773,0
"0","1","1","0","0","1","1","1","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0",-1.21980270771379,1
"1","1","1","1","0","0","0","0","1","1","1","0","0","1","0","0","1","1","1","1","1","0","1","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","1",10.3897913534978,0
"1","0","0","0","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","1","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","1","0","0","0",19.8897432057667,1
"0","1","1","0","0","0","1","1","0","1","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","0","1","1","1","0","1","1","1","0","1","1","0",-6.1454694795176,0
"1","1","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","0","0","1","1","0",11.8808645360129,1
"1","0","0","1","1","1","1","1","0","0","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","1","1","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1",19.5115806007004,1
"0","1","1","0","1","0","1","1","0","1","1","1","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","1","1","1","1","1","0","1","0","0","0","1","0","1","1","0","1","1",-2.8877879499712,0
"1","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","1","1","0","1","1",10.9919083715686,1
"0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","1","0","1","0","1","0","1","1","0","1","1","1","0","1","1","1","0","1","0","1","1","1","0","0","0","1","0","1","0","1","1","1","1","0","1",-0.139148703228074,1
"0","1","1","0","0","1","0","0","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","0","0","1","0","0","1","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","1","1","1",-5.10497765707264,0
"1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","1","0","1","1","0","0",9.2523753257538,1
"0","1","1","1","0","1","1","0","1","0","1","1","1","0","1","0","1","1","0","0","0","1","1","0","0","1","1","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","1","1","1","0",0.643590243494554,1
"0","0","0","1","0","1","1","1","1","0","0","1","1","0","1","1","0","1","0","1","1","1","0","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","1","1","0","0","1","0","0","1","1","1",0.619172004916547,0
"0","0","1","1","1","0","1","0","1","0","1","1","1","1","1","1","0","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0",5.97709491292778,0
"1","0","1","0","1","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","1","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","1","1","1","0","1",25.5649742442046,1
"0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","0","1","0","1","0","1","1","1","0","1","0","1","1","0","0","0","1","0","1",5.15207894206512,1
"1","1","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","1","1","1","0","1",9.65016611438678,0
"1","1","0","0","0","1","1","1","0","0","1","1","0","0","1","1","1","1","0","1","0","1","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0",4.09482370024092,0
"1","1","0","0","1","1","0","0","0","1","1","0","0","1","0","1","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","0","1","0","1","0","0","1","1","0","1","0","0","0","1","1","0","1","1","0",7.74346047598115,1
"0","1","0","1","1","1","1","1","1","0","1","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1","0","0","0","1","0","1","1",-10.7882709638534,0
"1","0","1","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","0","0","1",25.7557692166912,1
"1","0","0","1","1","0","0","1","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","1",17.131589025621,0
"1","0","1","0","0","1","0","1","0","1","0","0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","1",19.2275831864237,0
"1","0","1","0","1","0","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1",24.5475372836808,1
"0","1","1","0","1","1","0","0","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","0","1","1","0","1","0","0","1","1","1","1","0","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1",-0.629091441534257,1
"1","1","1","1","1","1","1","1","0","1","1","0","1","0","0","0","0","1","1","1","0","1","1","1","1","1","0","0","1","0","1","1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","0","1","1","1",13.9731294827835,1
"0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","1","0",5.21774491259333,1
"0","1","0","0","0","0","1","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","0","1","1","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","0","0","0","1","0","1","1","1","1","0",-10.5666149754834,0
"1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","0","1","1","0","1","1","1","0","0","0","1","1",11.0357013892284,1
"1","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","1","0","1","0","0","1","1","1","1","1","0","1","0","1","0","0","0","0","1",10.0465707488364,1
"1","0","1","1","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1",18.659600946935,0
"0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","1","1","1","0","0",6.83036492757799,1
"1","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","1","1","1","1",26.5478253687554,1
"1","0","0","0","1","1","1","1","1","1","0","1","1","0","0","0","1","0","1","0","1","1","0","0","0","0","1","1","0","0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","1","1",14.032950745375,0
"0","1","1","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","1",1.33251672128978,1
"0","1","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","0","1","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","1",-2.82619124510751,0
"1","0","0","1","1","1","1","0","1","0","0","1","1","1","1","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","0","1",20.9734173511013,1
"0","0","1","0","1","1","0","1","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1",3.88154151125236,0
"0","1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","0","1","0","1","1","0","1","0","0","1","1","0","1","0","1","0","0","1","1","1","1","0","1","1","1","0","0","1","1","1","0","1","1","1",-6.20220834737332,0
"0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1","0","1","1","1","1","0","1","1","0","1","1","1","1","0","1","1","1","0","0","1","1",4.62733689902806,1
"1","0","1","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","1","0","1","1","1","0","1","0","1","1","0","0","0","1","0","1","1",18.9440490330582,0
"0","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","0","1","0","0","1","1","0","0","0","1","1","1",9.40847760500643,1
"0","1","0","1","1","0","1","0","0","1","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","1","0","1","0","1","0","1","0","0","0","0","0","1","0","0","1","0","1","1","1","0","1","1","0","0",-9.07578808674094,0
"1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","1","1","0","1","1","0","1","0","1","0","0",13.5119026204704,0
"0","1","0","0","0","1","0","1","0","1","0","0","1","0","1","1","1","0","1","1","1","0","0","0","1","0","1","1","0","1","1","0","1","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0",-9.24177497868121,0
"1","0","0","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","1",20.4018553055432,1
"1","0","0","1","1","1","1","1","0","0","0","1","1","0","1","0","1","1","1","0","0","1","1","0","1","1","1","1","0","1","0","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","0","1","0",19.8672543466158,1
"1","0","1","1","1","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","0","1","0","0","1","1","1","1","0","0","1",26.1745763443704,1
"0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","1","1",11.554534112527,1
